Movie_Name,Votes,Gross_collection_millions,Certification,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3
The Fifth Element,489626,63.54,PG,Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,Action,Adventure,Sci-Fi
Fury,519679,85.82,15,Brad Pitt,Shia LaBeouf,Logan Lerman,Michael Peña,Action,Drama,War
Kick-Ass,579432,48.07,15,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,Action,Comedy,Crime
Minority Report,569326,132.07,12,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,Action,Crime,Mystery
Train to Busan,239081,2.13,15,Gong Yoo,Jung Yu-mi,Ma Dong-seok,Su-an Kim,Action,Horror,Thriller
Harry Potter and the Half-Blood Prince,570436,301.96,12A,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,Action,Adventure,Family
Kung Fu Panda,494911,215.43,U,Jack Black,Ian McShane,Angelina Jolie,Dustin Hoffman,Animation,Action,Adventure
Star Wars: Episode III - Revenge of the Sith,818920,380.26,12A,Hayden Christensen,Natalie Portman,Ewan McGregor,Samuel L. Jackson,Action,Adventure,Fantasy
Enter the Dragon,108931,25.0,15,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,Action,Crime,Thriller
Lethal Weapon,268470,65.21,18,Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,Action,Crime,Thriller
Zombieland,600554,75.59,15,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,Action,Comedy,Horror
The Incredibles 2,314942,608.58,PG,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,Animation,Action,Adventure
Sherlock Holmes,652634,209.03,12A,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,Action,Adventure,Mystery
Creed,301287,109.77,12A,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,Action,Drama,Sport
Die Hard: With a Vengeance,398275,100.01,15,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,Action,Adventure,Thriller
Mad Max 2,187655,12.47,X,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,Action,Adventure,Sci-Fi
Falling Down,198877,40.9,15,Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,Action,Crime,Drama
Rise of the Planet of the Apes,543845,176.76,12A,James Franco,Andy Serkis,Freida Pinto,Karin Konoval,Action,Drama,Sci-Fi
The Raid,211721,4.11,18,Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah,Action,Crime,Thriller
End of Watch,258791,41.0,15,Jake Gyllenhaal,Michael Peña,Anna Kendrick,America Ferrera,Action,Adventure,Crime
Dawn of the Planet of the Apes,454761,208.55,12A,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee,Action,Adventure,Drama
Only the Brave,73996,18.34,12A,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,Action,Biography,Drama
Battle Royale,189533,N/A,18,Tatsuya Fujiwara,Aki Maeda,Tarô Yamamoto,Chiaki Kuriyama,Action,Adventure,Drama
Vampire Hunter D: Bloodlust,33899,0.15,15,Andrew Philpot,John Rafter Lee,Pamela Adlon,Wendee Lee,Animation,Action,Drama
Escape from Alcatraz,142798,43.0,15,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau,Action,Biography,Crime
Hotel Mumbai,67875,9.65,15,Dev Patel,Armie Hammer,Nazanin Boniadi,Anupam Kher,Action,Drama,History
Star Trek: First Contact,129574,92.0,12,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Action,Adventure,Drama
United 93,108883,31.57,15,David Alan Basche,Olivia Thirlby,Liza Colón-Zayas,J.J. Johnson,Action,Drama,History
Where Eagles Dare,60945,N/A,PG,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,Action,Adventure,War
The Taking of Pelham One Two Three,33316,2.49,AA,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,Action,Crime,Thriller
Ponniyin Selvan,34839,N/A,15,Vikram,Aishwarya Rai Bachchan,Jayam Ravi,Karthi,Action,Adventure,Drama
Pushpa: The Rise - Part 1,81698,N/A,15,Allu Arjun,Fahadh Faasil,Rashmika Mandanna,Jagadeesh Prathap Bandari,Action,Crime,Drama
Fearless,77671,24.63,15,Jet Li,Li Sun,Yong Dong,Yun Qu,Action,Biography,Drama
Evangelion: 1.0 You Are,26131,0.11,12,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Yuriko Yamaguchi,Animation,Action,Drama
Ludo,41767,N/A,16,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao,Fatima Sana Shaikh,Action,Comedy,Crime
Lupin III: The Castle of Cagliostro,32070,N/A,PG,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,Animation,Action,Adventure
Cell 211,69483,N/A,18,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel Morón,Action,Crime,Drama
The Boy and the Beast,25691,0.45,12A,Kôji Yakusho,Aoi Miyazaki,Shôta Sometani,Suzu Hirose,Animation,Action,Adventure
Madras Cafe,25048,N/A,15,John Abraham,Raashi Khanna,Nargis Fakhri,Prakash Belawadi,Action,Drama,Thriller
Mortal World,28488,N/A,N/A,Ahmet Mümtaz Taylan,Alper Kul,Sarp Apak,Irem Sak,Action,Comedy,Crime
The Covenant,99282,N/A,15,Jake Gyllenhaal,Dar Salim,Sean Sagar,Jason Wong,Action,Thriller,War
Indiana Jones and the Temple of Doom,519123,179.87,12A,Harrison Ford,Kate Capshaw,Ke Huy Quan,Amrish Puri,Action,Adventure,
Batman,392661,251.19,12,Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl,Action,Adventure,
Scott Pilgrim vs,445697,31.49,12A,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,Anna Kendrick,Action,Comedy,Fantasy
The Hunger Games: Catching Fire,689253,424.67,12A,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Philip Seymour Hoffman,Action,Adventure,Sci-Fi
The Warriors,107015,22.49,X,Michael Beck,James Remar,Dorsey Wright,Brian Tyler,Action,Crime,Thriller
Harry Potter and the Order of the Phoenix,607533,292.0,12A,Daniel Radcliffe,Emma Watson,Rupert Grint,Brendan Gleeson,Action,Adventure,Family
Upgrade,196480,11.98,15,Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,Abby Craden,Action,Sci-Fi,Thriller
Spider-Man 2,681497,373.59,PG,Tobey Maguire,Kirsten Dunst,Alfred Molina,James Franco,Action,Adventure,Sci-Fi
Collateral,419816,101.01,15,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,Action,Crime,Drama
Source Code,534552,54.71,12A,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Jeffrey Wright,Action,Drama,Mystery
Doctor Strange,774934,232.64,12A,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,Action,Adventure,Fantasy
Total Recall,343580,119.39,18,Arnold Schwarzenegger,Sharon Stone,Michael Ironside,Rachel Ticotin,Action,Adventure,Sci-Fi
Enemy at the Gates,270807,51.4,15,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,Action,Drama,War
Master and Commander: The Far Side of the World,230551,93.93,12A,Russell Crowe,Paul Bettany,Billy Boyd,James D'Arcy,Action,Adventure,Drama
The Crow,191776,50.69,18,Brandon Lee,Michael Wincott,Rochelle Davis,Ernie Hudson,Action,Crime,Drama
Lone Survivor,298012,125.1,15,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster,Action,Biography,Drama
Riders of Justice,56887,N/A,15,Mads Mikkelsen,Nikolaj Lie Kaas,Andrea Heick Gadeberg,Lars Brygmann,Action,Comedy,Drama
The Hunt for Red October,208242,122.01,PG,Sean Connery,Alec Baldwin,Scott Glenn,Sam Neill,Action,Adventure,Thriller
Munich,233289,47.4,15,Eric Bana,Daniel Craig,Marie-Josée Croze,Ciarán Hinds,Action,Drama,History
Grindhouse,188139,25.04,18,Kurt Russell,Rose McGowan,Danny Trejo,Zoë Bell,Action,Horror,Thriller
It's a Mad Mad Mad Mad World,44288,46.3,U,Spencer Tracy,Milton Berle,Ethel Merman,Mickey Rooney,Action,Adventure,Comedy
The Guns of Navarone,53626,28.9,U,David Niven,Gregory Peck,Anthony Quinn,Anthony Quayle,Action,Adventure,Drama
Headhunters,104927,1.2,15,Aksel Hennie,Synnøve Macody Lund,Nikolaj Coster-Waldau,Julie R. Ølgaard,Action,Crime,Thriller
Midnight Run,90313,38.41,15,Robert De Niro,Charles Grodin,Yaphet Kotto,John Ashton,Action,Comedy,Crime
Police Story,39650,0.11,15,Jackie Chan,Maggie Cheung,Brigitte Lin,Yuen Chor,Action,Comedy,Crime
Tora! Tora! Tora!,36050,29.55,U,Martin Balsam,Sô Yamamura,Jason Robards,Joseph Cotten,Action,Drama,History
Ip Man 2,108852,0.21,15,Donnie Yen,Xiaoming Huang,Sammo Kam-Bo Hung,Lynn Xiong,Action,Biography,Drama
13 Assassins,67270,0.8,15,Kôji Yakusho,Takayuki Yamada,Yûsuke Iseya,Ikki Sawamura,Action,Adventure,Drama
House of Flying Daggers,114645,11.05,15,Ziyi Zhang,Takeshi Kaneshiro,Andy Lau,Dandan Song,Action,Adventure,Drama
A Bittersweet Life,41783,N/A,18,Lee Byung-hun,Shin Min-a,Yeong-cheol Kim,Hwang Jung-min,Action,Crime,Drama
New World,25311,0.46,15,Lee Jung-jae,Choi Min-sik,Hwang Jung-min,Park Sung-woong,Action,Crime,Drama
The Legend of Drunken Master,47784,11.55,12,Jackie Chan,Ho-Sung Pak,Lung Ti,Anita Mui,Action,Comedy,
Mersal,36456,N/A,12A,Joseph Vijay,Nithya Menen,S.J. Suryah,Samantha Ruth Prabhu,Action,Thriller,
Delhi Belly,31214,1.53,15,Imran Khan,Vir Das,Kunaal Roy Kapur,Shenaz Treasury,Action,Comedy,Crime
Zatoichi: The Blind Swordsman,50718,0.85,18,Takeshi Kitano,Tadanobu Asano,Yui Natsukawa,Michiyo Yasuda,Action,Comedy,Crime
Mesrine Part 1: Killer Instinct,34727,0.55,15,Vincent Cassel,Cécile de France,Gérard Depardieu,Gilles Lellouche,Action,Biography,Crime
Jodhaa Akbar,33828,3.44,12A,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,Poonam Sinha,Action,Drama,History
Tanhaji: The Unsung Warrior,34999,N/A,15,Ajay Devgn,Saif Ali Khan,Sharad Kelkar,Kajol,Action,Biography,Drama
To Strike,29933,N/A,15,Shaan Shahid,Hamza Ali Abbasi,Shamoon Abbasi,Ayesha Khan,Action,Crime,Drama
Mission: Impossible - Rogue Nation,396196,195.04,12A,Tom Cruise,Rebecca Ferguson,Jeremy Renner,Simon Pegg,Action,Adventure,Thriller
Nobody,299261,27.27,15,Bob Odenkirk,Aleksey Serebryakov,Connie Nielsen,Christopher Lloyd,Action,Crime,Drama
Mission: Impossible - Ghost Protocol,513593,209.4,12A,Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Action,Adventure,Thriller
The Nice Guys,349763,36.26,15,Russell Crowe,Ryan Gosling,Angourie Rice,Matt Bomer,Action,Comedy,Crime
John Wick,707878,43.04,15,Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,Action,Crime,Thriller
Spider-Man,848734,403.71,12,Tobey Maguire,Kirsten Dunst,Willem Dafoe,James Franco,Action,Adventure,Sci-Fi
Spider-Man: Homecoming,690417,334.2,12A,Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei,Action,Adventure,Sci-Fi
Ready Player One,460866,137.69,12A,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Lena Waithe,Action,Adventure,Sci-Fi
John Wick: Chapter 3 - Parabellum,401184,171.02,15,Keanu Reeves,Halle Berry,Ian McShane,Laurence Fishburne,Action,Crime,Thriller
Shang-Chi and the Legend of the Ten Rings,410843,224.54,12A,Simu Liu,Awkwafina,Tony Leung Chiu-wai,Ben Kingsley,Action,Adventure,Fantasy
The Last Duel,168923,10.85,18,Matt Damon,Adam Driver,Jodie Comer,Harriet Walter,Action,Drama,History
John Wick: Chapter 2,487052,92.03,18,Keanu Reeves,Riccardo Scamarcio,Ian McShane,Ruby Rose,Action,Crime,Thriller
Wonder Woman,680528,412.56,12A,Gal Gadot,Chris Pine,Robin Wright,Lucy Davis,Action,Adventure,Fantasy
Spider-Man: Far from Home,526496,390.53,12A,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,Marisa Tomei,Action,Adventure,Comedy
Superman,182496,134.22,A,Christopher Reeve,Margot Kidder,Gene Hackman,Marlon Brando,Action,Adventure,Sci-Fi
Pirates of the Caribbean: Dead Man's Chest,743444,423.32,12A,Johnny Depp,Orlando Bloom,Keira Knightley,Jack Davenport,Action,Adventure,Fantasy
Predestination,293379,0.07,15,Ethan Hawke,Sarah Snook,Noah Taylor,Madeleine West,Action,Drama,Sci-Fi
The Rock,349414,134.07,15,Sean Connery,Nicolas Cage,Ed Harris,John Spencer,Action,Adventure,Thriller
Looper,590221,66.49,15,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Action,Drama,Sci-Fi
Law Abiding Citizen,309069,73.34,18,Gerard Butler,Jamie Foxx,Leslie Bibb,Colm Meaney,Action,Crime,Drama
X-Men 2,564244,214.95,12A,Patrick Stewart,Hugh Jackman,Halle Berry,Ian McKellen,Action,Sci-Fi,Thriller
A History of Violence,246432,31.49,18,Viggo Mortensen,Maria Bello,Ed Harris,William Hurt,Action,Crime,Drama
Open Range,76160,58.33,12A,Kevin Costner,Robert Duvall,Diego Luna,Abraham Benrubi,Action,Drama,Romance
Bullitt,73083,42.3,A,Steve McQueen,Jacqueline Bisset,Robert Vaughn,Don Gordon,Action,Crime,Thriller
War for the Planet of the Apes,269617,146.88,12A,Andy Serkis,Woody Harrelson,Steve Zahn,Karin Konoval,Action,Adventure,Drama
How to Train Your Dragon: The Hidden World,141037,160.8,PG,Jay Baruchel,America Ferrera,F. Murray Abraham,Cate Blanchett,Animation,Action,Adventure
Sherlock Holmes: A Game of Shadows,469120,186.85,12A,Robert Downey Jr.,Jude Law,Jared Harris,Rachel McAdams,Action,Adventure,Mystery
Thief,35674,11.49,X,James Caan,Tuesday Weld,Willie Nelson,Jim Belushi,Action,Crime,Drama
Black Dynamite,50653,0.23,15,Michael Jai White,Arsenio Hall,Tommy Davidson,Phyllis Applegate,Action,Comedy,
Rurouni Kenshin,27961,N/A,15,Takeru Satoh,Emi Takei,Yû Aoi,Munetaka Aoki,Action,Adventure,Drama
Drunken Master,42372,N/A,X,Jackie Chan,Siu-Tin Yuen,Jeong-lee Hwang,Dean Shek,Action,Comedy,
Summer Wars,30918,0.08,12,Ryunosuke Kamiki,Nanami Sakuraba,Mitsuki Tanimura,Takahiro Yokokawa,Animation,Action,Adventure
Badlapur,25034,0.37,15,Varun Dhawan,Nawazuddin Siddiqui,Yami Gautam,Huma Qureshi,Action,Crime,Drama
Mesrine Part 2: Public Enemy Number 1,30723,0.28,15,Vincent Cassel,Ludivine Sagnier,Mathieu Amalric,Samuel Le Bihan,Action,Biography,Crime
Tenet,548760,58.46,UA,John David Washington,Robert Pattinson,Elizabeth Debicki,Juhan Ulfsak,Action,Sci-Fi,Thriller
Dungeons & Dragons: Honour Among Thieves,161445,N/A,12A,Chris Pine,Michelle Rodriguez,Regé-Jean Page,Justice Smith,Action,Adventure,Comedy
Bullet Train,376789,103.37,15,Brad Pitt,Joey King,Aaron Taylor-Johnson,Brian Tyree Henry,Action,Comedy,Thriller
No Time to Die,425406,160.87,12A,Daniel Craig,Ana de Armas,Rami Malek,Léa Seydoux,Action,Adventure,Thriller
Alita: Battle Angel,282377,85.71,12A,Rosa Salazar,Christoph Waltz,Jennifer Connelly,Mahershala Ali,Action,Adventure,Sci-Fi
Starship Troopers,308057,54.81,18,Casper Van Dien,Denise Richards,Dina Meyer,Jake Busey,Action,Adventure,Sci-Fi
American Sniper,510021,350.13,15,Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,Action,Biography,Drama
The Karate Kid,235819,90.82,12A,Ralph Macchio,Pat Morita,Elisabeth Shue,Martin Kove,Action,Drama,Family
Men in Black,590520,250.69,12,Tommy Lee Jones,Will Smith,Linda Fiorentino,Vincent D'Onofrio,Action,Adventure,Comedy
X-Men,631579,157.3,15,Patrick Stewart,Hugh Jackman,Ian McKellen,Famke Janssen,Action,Adventure,Sci-Fi
Black Panther,810247,700.06,12A,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Danai Gurira,Action,Adventure,Sci-Fi
True Lies,272116,146.28,15,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,Bill Paxton,Action,Comedy,Thriller
The Accountant,308050,86.26,15,Ben Affleck,Anna Kendrick,J.K. Simmons,Jon Bernthal,Action,Thriller,
Avengers: Age of Ultron,894448,459.01,12A,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Action,Adventure,Sci-Fi
Speed,379914,121.25,15,Keanu Reeves,Dennis Hopper,Sandra Bullock,Joe Morton,Action,Adventure,Thriller
Dawn of the Dead,264623,59.02,18,Sarah Polley,Ving Rhames,Mekhi Phifer,Jake Weber,Action,Horror,
13 Hours,152561,52.85,15,John Krasinski,Pablo Schreiber,James Badge Dale,David Denman,Action,Drama,History
Ant-Man,700030,180.2,12A,Paul Rudd,Michael Douglas,Corey Stoll,Evangeline Lilly,Action,Comedy,Sci-Fi
El Camino: A Breaking Bad Movie,273404,N/A,15,Aaron Paul,Jonathan Banks,Matt Jones,Charles Baker,Action,Crime,Drama
Face/Off,390127,112.23,18,John Travolta,Nicolas Cage,Joan Allen,Alessandro Nivola,Action,Crime,Sci-Fi
Old Henry,32109,N/A,15,Tim Blake Nelson,Scott Haze,Gavin Lewis,Trace Adkins,Action,Drama,Western
Beverly Hills Cop,193294,234.76,15,Eddie Murphy,Judge Reinhold,John Ashton,Lisa Eilbacher,Action,Comedy,Crime
Fast & Furious 5,396631,209.84,12A,Vin Diesel,Paul Walker,Dwayne Johnson,Jordana Brewster,Action,Crime,Thriller
Raya and the Last Dragon,162308,54.72,PG,Kelly Marie Tran,Awkwafina,Gemma Chan,Izaac Wang,Animation,Action,Adventure
The Lego Batman Movie,164233,175.75,U,Will Arnett,Michael Cera,Rosario Dawson,Ralph Fiennes,Animation,Action,Adventure
Layer Cake,189443,2.34,15,Daniel Craig,Sienna Miller,Michael Gambon,Tom Hardy,Action,Crime,Drama
Equilibrium,340257,1.2,15,Christian Bale,Sean Bean,Emily Watson,Taye Diggs,Action,Drama,Sci-Fi
Enemy of the State,252366,111.55,15,Will Smith,Gene Hackman,Jon Voight,Lisa Bonet,Action,Thriller,
Megamind,280786,148.42,PG,Will Ferrell,Jonah Hill,Brad Pitt,Tina Fey,Animation,Action,Comedy
To Live and Die in L.A.,36186,17.31,18,William Petersen,Willem Dafoe,Jane Leeves,Cherise Bates,Action,Crime,Drama
Okja,127850,N/A,15,Tilda Swinton,Paul Dano,Seo-hyun Ahn,Jake Gyllenhaal,Action,Adventure,Drama
Southpaw,249300,52.42,15,Jake Gyllenhaal,Rachel McAdams,Oona Laurence,Forest Whitaker,Action,Crime,Drama
From Russia with Love,140612,24.8,PG,Sean Connery,Robert Shaw,Lotte Lenya,Daniela Bianchi,Action,Adventure,Thriller
Running Scared,101884,6.86,18,Paul Walker,Cameron Bright,Chazz Palminteri,Vera Farmiga,Action,Crime,Drama
The Negotiator,149545,44.48,15,Samuel L. Jackson,Kevin Spacey,David Morse,Ron Rifkin,Action,Crime,Drama
The Adventures of Tintin: The Secret of the Unicorn,238063,77.59,PG,Jamie Bell,Andy Serkis,Daniel Craig,Simon Pegg,Animation,Action,Adventure
Crimson Tide,118812,91.4,15,Gene Hackman,Denzel Washington,Matt Craven,George Dzundza,Action,Drama,Thriller
Patriots Day,108832,31.89,15,Mark Wahlberg,Michelle Monaghan,J.K. Simmons,John Goodman,Action,Crime,Drama
The Next Three Days,201639,21.15,12A,Russell Crowe,Elizabeth Banks,Liam Neeson,Michael Buie,Action,Crime,Drama
Shaolin Soccer,84911,0.49,12A,Stephen Chow,Wei Zhao,Yat-Fei Wong,Man-Tat Ng,Action,Comedy,Fantasy
The Getaway,34432,36.73,X,Steve McQueen,Ali MacGraw,Ben Johnson,Sally Struthers,Action,Crime,Thriller
Invictus,164390,37.49,12A,Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng,Action,Adventure,Biography
Eye in the Sky,89239,18.7,15,Helen Mirren,Aaron Paul,Alan Rickman,Barkhad Abdi,Action,Drama,Thriller
Grosse Pointe Blank,97572,28.01,15,John Cusack,Minnie Driver,Dan Aykroyd,Joan Cusack,Action,Comedy,Crime
Star Trek IV: The Voyage Home,89152,109.71,PG,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,Action,Adventure,Comedy
Nikita,74539,5.02,18,Anne Parillaud,Marc Duret,Patrick Fontana,Alain Lathière,Action,Crime,Drama
Jason and the Argonauts,29748,4.58,U,Todd Armstrong,Nancy Kovack,Gary Raymond,Laurence Naismith,Action,Adventure,Family
Assault on Precinct 13,53328,N/A,X,Austin Stoker,Darwin Joston,Laurie Zimmer,Martin West,Action,Crime,Thriller
Get Carter,35518,0.39,18,Michael Caine,Ian Hendry,Britt Ekland,John Osborne,Action,Crime,Thriller
Red Cliff,47576,0.63,15,Tony Leung Chiu-wai,Takeshi Kaneshiro,Fengyi Zhang,Chang Chen,Action,Adventure,Drama
The Baader Meinhof Complex,39160,0.48,18,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,Bruno Ganz,Action,Biography,Crime
Ghajini,64840,2.43,15,Aamir Khan,Asin Thottumkal,Jiah Khan,Aamir Naik,Action,Drama,Mystery
Bacurau,29368,N/A,18,Bárbara Colen,Thomas Aquino,Silvero Pereira,Thardelly Lima,Action,Adventure,Drama
Max Manus: Man of War,29082,N/A,15,Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Ken Duken,Action,Biography,Crime
Master,79506,N/A,15,Joseph Vijay,Vijay Sethupathi,Malavika Mohanan,Arjun Das,Action,Crime,Thriller
The Suicide Squad,381433,55.82,15,Margot Robbie,Idris Elba,John Cena,Joel Kinnaman,Action,Adventure,Comedy
The Hunger Games,956503,408.01,15,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Stanley Tucci,Action,Adventure,Sci-Fi
The Equalizer,388570,101.53,18,Denzel Washington,Marton Csokas,Chloë Grace Moretz,David Harbour,Action,Crime,Thriller
Kingdom of Heaven,299422,47.4,15,Orlando Bloom,Eva Green,Liam Neeson,Martin Hancock,Action,Adventure,Drama
From Dusk Till Dawn,328402,25.75,18,Harvey Keitel,George Clooney,Juliette Lewis,Quentin Tarantino,Action,Crime,Horror
GoldenEye,264382,106.6,15,Pierce Brosnan,Sean Bean,Izabella Scorupco,Famke Janssen,Action,Adventure,Thriller
The Man from U.N.C.L.E.,322764,45.45,12A,Henry Cavill,Armie Hammer,Alicia Vikander,Elizabeth Debicki,Action,Adventure,Comedy
Point Break,193616,43.22,15,Patrick Swayze,Keanu Reeves,Gary Busey,Lori Petty,Action,Crime,Thriller
21 Jump Street,580314,138.45,15,Jonah Hill,Channing Tatum,Ice Cube,Brie Larson,Action,Comedy,Crime
Anthropoid,51619,2.96,15,Jamie Dornan,Cillian Murphy,Brian Caspe,Karel Hermánek Jr.,Action,Biography,Drama
The Patriot,285526,113.33,15,Mel Gibson,Heath Ledger,Joely Richardson,Jason Isaacs,Action,Drama,History
Unbroken,176534,115.64,15,Jack O'Connell,Miyavi,Domhnall Gleeson,Garrett Hedlund,Action,Biography,Drama
Natural Born Killers,243892,50.28,18,Woody Harrelson,Juliette Lewis,Tom Sizemore,Rodney Dangerfield,Action,Crime,Romance
They Live,137791,13.01,18,Roddy Piper,Keith David,Meg Foster,George 'Buck' Flower,Action,Horror,Sci-Fi
Big Trouble in Little China,148209,11.1,15,Kurt Russell,Kim Cattrall,Dennis Dun,James Hong,Action,Adventure,Comedy
King Kong,436229,218.08,12A,Naomi Watts,Jack Black,Adrien Brody,Thomas Kretschmann,Action,Adventure,Romance
Batman v Superman: Dawn of Justice,73115,N/A,12,Amy Adams,Ben Affleck,Henry Cavill,Jesse Eisenberg,Action,Adventure,Sci-Fi
The Life Aquatic with Steve Zissou,205517,24.01,15,Bill Murray,Owen Wilson,Anjelica Huston,Cate Blanchett,Action,Adventure,Comedy
I Am Legend,786844,256.39,15,Will Smith,Alice Braga,Charlie Tahan,Salli Richardson-Whitfield,Action,Drama,Horror
Rango,282221,123.48,PG,Johnny Depp,Isla Fisher,Timothy Olyphant,Abigail Breslin,Animation,Action,Adventure
The Matrix Reloaded,613030,281.49,15,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Action,Sci-Fi,
Team America: World Police,174918,32.79,15,Trey Parker,Matt Stone,Elle Russ,Kristen Miller,Action,Comedy,
Dr,174112,16.07,PG,Sean Connery,Ursula Andress,Bernard Lee,Joseph Wiseman,Action,Adventure,Thriller
We Were Soldiers,147492,78.12,15,Mel Gibson,Madeleine Stowe,Greg Kinnear,Sam Elliott,Action,Drama,History
Ronin,189722,41.62,15,Robert De Niro,Jean Reno,Natascha McElhone,Stellan Skarsgård,Action,Crime,Thriller
Willow,127403,57.27,PG,Val Kilmer,Joanne Whalley,Warwick Davis,Jean Marsh,Action,Adventure,Drama
